conflict_id,website_id,version_a,version_b,conflict_type,scenario,expected_behavior,added_cover_gap,resolved_version,snapshot_is_newer,resolution_rule,split
CF0147,W147,V01,V06,requirement,Two snapshots disagree in a controlled requirement case; token CF-147-0147.,Detect the conflict and prefer the authoritative current source with citation.,,V06,no,prefer_authoritative_newer_of_pair,train
CF0148,W148,V02,V07,schedule,Two snapshots disagree in a controlled schedule case; token CF-148-0148.,Detect the conflict and prefer the authoritative current source with citation.,,V07,no,prefer_authoritative_newer_of_pair,train
CF0149,W149,V03,V08,authority,Two snapshots disagree in a controlled authority case; token CF-149-0149.,Detect the conflict and prefer the authoritative current source with citation.,,V08,no,prefer_authoritative_newer_of_pair,train
CF0150,W150,V04,V03,numeric,Two snapshots disagree in a controlled numeric case; token CF-150-0150.,Detect the conflict and prefer the authoritative current source with citation.,,V04,yes,prefer_authoritative_newer_of_pair,train
CF0151,W151,V02,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-151-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,train
CF0152,W152,V03,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-152-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,train
CF0153,W153,V04,V06,authority,Two snapshots disagree in a controlled authority case; token CF-153-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,train
CF0154,W154,V05,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-154-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,train
CF0155,W155,V06,V08,policy,Two snapshots disagree in a controlled policy case; token CF-155-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,train
CF0156,W156,V01,V03,requirement,Two snapshots disagree in a controlled requirement case; token CF-156-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,train
CF0157,W157,V02,V04,schedule,Two snapshots disagree in a controlled schedule case; token CF-157-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,train
CF0158,W158,V03,V05,authority,Two snapshots disagree in a controlled authority case; token CF-158-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,train
CF0159,W159,V04,V06,numeric,Two snapshots disagree in a controlled numeric case; token CF-159-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,train
CF0160,W160,V05,V07,policy,Two snapshots disagree in a controlled policy case; token CF-160-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,train
CF0161,W161,V06,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-161-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,validation
CF0162,W162,V01,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-162-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,validation
CF0163,W163,V02,V04,authority,Two snapshots disagree in a controlled authority case; token CF-163-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,validation
CF0164,W164,V03,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-164-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,validation
CF0165,W165,V04,V06,policy,Two snapshots disagree in a controlled policy case; token CF-165-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,validation
CF0166,W166,V05,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-166-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,validation
CF0167,W167,V06,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-167-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,validation
CF0168,W168,V01,V03,authority,Two snapshots disagree in a controlled authority case; token CF-168-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,validation
CF0169,W169,V02,V04,numeric,Two snapshots disagree in a controlled numeric case; token CF-169-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,validation
CF0170,W170,V03,V05,policy,Two snapshots disagree in a controlled policy case; token CF-170-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,validation
CF0171,W171,V04,V06,requirement,Two snapshots disagree in a controlled requirement case; token CF-171-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,validation
CF0172,W172,V05,V07,schedule,Two snapshots disagree in a controlled schedule case; token CF-172-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,validation
CF0173,W173,V06,V08,authority,Two snapshots disagree in a controlled authority case; token CF-173-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,validation
CF0174,W174,V01,V03,numeric,Two snapshots disagree in a controlled numeric case; token CF-174-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,validation
CF0175,W175,V02,V04,policy,Two snapshots disagree in a controlled policy case; token CF-175-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,validation
CF0176,W176,V03,V05,requirement,Two snapshots disagree in a controlled requirement case; token CF-176-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,validation
CF0177,W177,V04,V06,schedule,Two snapshots disagree in a controlled schedule case; token CF-177-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,validation
CF0178,W178,V05,V07,authority,Two snapshots disagree in a controlled authority case; token CF-178-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,validation
CF0179,W179,V06,V08,numeric,Two snapshots disagree in a controlled numeric case; token CF-179-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,validation
CF0180,W180,V01,V03,policy,Two snapshots disagree in a controlled policy case; token CF-180-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,validation
CF0181,W181,V02,V04,requirement,Two snapshots disagree in a controlled requirement case; token CF-181-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,test
CF0182,W182,V03,V05,schedule,Two snapshots disagree in a controlled schedule case; token CF-182-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,test
CF0183,W183,V04,V06,authority,Two snapshots disagree in a controlled authority case; token CF-183-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,test
CF0184,W184,V05,V07,numeric,Two snapshots disagree in a controlled numeric case; token CF-184-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,test
CF0185,W185,V06,V08,policy,Two snapshots disagree in a controlled policy case; token CF-185-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,test
CF0186,W186,V01,V03,requirement,Two snapshots disagree in a controlled requirement case; token CF-186-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,test
CF0187,W187,V02,V04,schedule,Two snapshots disagree in a controlled schedule case; token CF-187-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,test
CF0188,W188,V03,V05,authority,Two snapshots disagree in a controlled authority case; token CF-188-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,test
CF0189,W189,V04,V06,numeric,Two snapshots disagree in a controlled numeric case; token CF-189-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,test
CF0190,W190,V05,V07,policy,Two snapshots disagree in a controlled policy case; token CF-190-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,test
CF0191,W191,V06,V08,requirement,Two snapshots disagree in a controlled requirement case; token CF-191-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,test
CF0192,W192,V01,V03,schedule,Two snapshots disagree in a controlled schedule case; token CF-192-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,test
CF0193,W193,V02,V04,authority,Two snapshots disagree in a controlled authority case; token CF-193-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,test
CF0194,W194,V03,V05,numeric,Two snapshots disagree in a controlled numeric case; token CF-194-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,test
CF0195,W195,V04,V06,policy,Two snapshots disagree in a controlled policy case; token CF-195-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V06,no,prefer_authoritative_newer_of_pair,test
CF0196,W196,V05,V07,requirement,Two snapshots disagree in a controlled requirement case; token CF-196-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V07,no,prefer_authoritative_newer_of_pair,test
CF0197,W197,V06,V08,schedule,Two snapshots disagree in a controlled schedule case; token CF-197-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V08,no,prefer_authoritative_newer_of_pair,test
CF0198,W198,V01,V03,authority,Two snapshots disagree in a controlled authority case; token CF-198-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V03,no,prefer_authoritative_newer_of_pair,test
CF0199,W199,V02,V04,numeric,Two snapshots disagree in a controlled numeric case; token CF-199-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V04,no,prefer_authoritative_newer_of_pair,test
CF0200,W200,V03,V05,policy,Two snapshots disagree in a controlled policy case; token CF-200-0001. (added for full website coverage),Detect the conflict and prefer the authoritative current source with citation.,yes,V05,no,prefer_authoritative_newer_of_pair,test
