stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST0220,W020,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-020-0220.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0221,W021,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-021-0221.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0222,W022,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-022-0222.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0223,W023,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-023-0223.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0224,W024,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-024-0224.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0225,W025,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-025-0225.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0226,W026,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-026-0226.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0227,W027,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-027-0227.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0228,W028,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-028-0228.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0229,W029,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-029-0229.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0230,W030,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-030-0230.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0231,W031,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-031-0231.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0232,W032,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-032-0232.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0233,W033,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-033-0233.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0234,W034,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-034-0234.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0235,W035,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-035-0235.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0236,W036,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-036-0236.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0237,W037,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-037-0237.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0238,W038,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-038-0238.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0239,W039,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-039-0239.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0240,W040,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-040-0240.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0241,W041,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-041-0241.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0242,W042,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-042-0242.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0243,W043,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-043-0243.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0244,W044,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-044-0244.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0245,W045,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-045-0245.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0246,W046,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-046-0246.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0247,W047,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-047-0247.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0248,W048,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-048-0248.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0249,W049,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-049-0249.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0250,W050,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-050-0250.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0251,W051,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-051-0251.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0252,W052,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-052-0252.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0253,W053,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-053-0253.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0254,W054,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-054-0254.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0255,W055,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-055-0255.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0256,W056,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-056-0256.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0257,W057,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-057-0257.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0258,W058,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-058-0258.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0259,W059,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-059-0259.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0260,W060,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-060-0260.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0261,W061,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-061-0261.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0262,W062,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-062-0262.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0263,W063,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-063-0263.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0264,W064,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-064-0264.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0265,W065,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-065-0265.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0266,W066,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-066-0266.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0267,W067,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-067-0267.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0268,W068,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-068-0268.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0269,W069,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-069-0269.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0270,W070,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-070-0270.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0271,W071,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-071-0271.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0272,W072,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-072-0272.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0273,W073,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-073-0273.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0274,W074,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-074-0274.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0275,W075,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-075-0275.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0276,W076,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-076-0276.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0277,W077,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-077-0277.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0278,W078,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-078-0278.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0279,W079,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-079-0279.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0280,W080,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-080-0280.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0281,W081,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-081-0281.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0282,W082,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-082-0282.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0283,W083,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-083-0283.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0284,W084,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-084-0284.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0285,W085,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-085-0285.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0286,W086,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-086-0286.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0287,W087,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-087-0287.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0288,W088,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-088-0288.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0289,W089,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-089-0289.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0290,W090,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-090-0290.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0291,W091,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-091-0291.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0292,W092,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-092-0292.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0293,W093,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-093-0293.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0294,W094,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-094-0294.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0295,W095,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-095-0295.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0296,W096,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-096-0296.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0297,W097,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-097-0297.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0298,W098,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-098-0298.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0299,W099,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-099-0299.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0300,W100,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-100-0300.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0301,W101,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-101-0301.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0302,W102,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-102-0302.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0303,W103,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-103-0303.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0304,W104,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-104-0304.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0305,W105,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-105-0305.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0306,W106,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-106-0306.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0307,W107,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-107-0307.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0308,W108,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-108-0308.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0309,W109,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-109-0309.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0310,W110,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-110-0310.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0311,W111,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-111-0311.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0312,W112,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-112-0312.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0313,W113,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-113-0313.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0314,W114,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-114-0314.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0315,W115,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-115-0315.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0316,W116,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-116-0316.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0317,W117,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-117-0317.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0318,W118,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-118-0318.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0319,W119,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-119-0319.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0320,W120,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-120-0320.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0321,W121,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-121-0321.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0322,W122,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-122-0322.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0323,W123,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-123-0323.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0324,W124,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-124-0324.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0325,W125,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-125-0325.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0326,W126,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-126-0326.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0327,W127,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-127-0327.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0328,W128,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-128-0328.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0329,W129,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-129-0329.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0330,W130,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-130-0330.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0331,W131,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-131-0331.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0332,W132,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-132-0332.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0333,W133,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-133-0333.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0334,W134,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-134-0334.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0335,W135,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-135-0335.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0336,W136,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-136-0336.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0337,W137,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-137-0337.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0338,W138,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-138-0338.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0339,W139,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-139-0339.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0340,W140,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-140-0340.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0341,W141,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-141-0341.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0342,W142,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-142-0342.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0343,W143,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-143-0343.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0344,W144,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-144-0344.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0345,W145,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-145-0345.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0346,W146,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-146-0346.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0347,W147,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-147-0347.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0348,W148,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-148-0348.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0349,W149,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-149-0349.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0350,W150,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-150-0350.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0351,W151,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-151-0351.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0352,W152,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-152-0352.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0353,W153,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-153-0353.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0354,W154,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-154-0354.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0355,W155,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-155-0355.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0356,W156,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-156-0356.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0357,W157,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-157-0357.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0358,W158,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-158-0358.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0359,W159,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-159-0359.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0360,W160,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-160-0360.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST0361,W161,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-161-0361.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0362,W162,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-162-0362.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0363,W163,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-163-0363.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0364,W164,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-164-0364.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0365,W165,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-165-0365.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0366,W166,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-166-0366.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0367,W167,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-167-0367.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0368,W168,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-168-0368.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0369,W169,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-169-0369.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0370,W170,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-170-0370.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0371,W171,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-171-0371.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0372,W172,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-172-0372.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0373,W173,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-173-0373.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0374,W174,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-174-0374.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0375,W175,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-175-0375.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0376,W176,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-176-0376.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0377,W177,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-177-0377.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0378,W178,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-178-0378.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0379,W179,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-179-0379.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0380,W180,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-180-0380.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST0381,W181,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-181-0381.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0382,W182,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-182-0382.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0383,W183,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-183-0383.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0384,W184,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-184-0384.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0385,W185,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-185-0385.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST0386,W186,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-186-0386.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
