document_id,website_id,version,page_id,page_type,title,url_path,content
W006_V06_P10,W006,V06,P10,contact,Contact Information,/contact/FIN-01-185/v6/,"Reference FIN-01-185-06-10-56385 governs the contact information for Atlas Finance Coastal. The beneficiary workflow supports verification and records transfer information under the Coastal operating profile. Version 6 specifies a threshold of 70 units and a listed service value of 429 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 114 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-06-10-56385."
W006_V07_P01,W006,V07,P01,overview,Service Overview,/overview/FIN-01-185/v7/,"Reference FIN-01-185-07-01-54577 governs the service overview for Atlas Finance Coastal. The transfer workflow supports transfer and records wallet information under the Coastal operating profile. Version 7 specifies a threshold of 79 units and a listed service value of 305 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 116 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-07-01-54577."
W006_V07_P02,W006,V07,P02,pricing,Pricing And Commercial Terms,/pricing/FIN-01-185/v7/,"Reference FIN-01-185-07-02-54890 governs the pricing and commercial terms for Atlas Finance Coastal. The statement workflow supports transfer and records payment information under the Coastal operating profile. Version 7 specifies a threshold of 76 units and a listed service value of 197 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 67 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-07-02-54890."
W006_V07_P03,W006,V07,P03,policy,Operating Policy,/policy/FIN-01-185/v7/,"Reference FIN-01-185-07-03-55203 governs the operating policy for Atlas Finance Coastal. The beneficiary workflow supports transfer and records statement information under the Coastal operating profile. Version 7 specifies a threshold of 73 units and a listed service value of 89 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 199 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-07-03-55203."
W006_V07_P04,W006,V07,P04,support,Support Procedure,/support/FIN-01-185/v7/,"Reference FIN-01-185-07-04-55516 governs the support procedure for Atlas Finance Coastal. The payment workflow supports verification and records account information under the Coastal operating profile. Version 7 specifies a threshold of 70 units and a listed service value of 402 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 150 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-07-04-55516."
W006_V07_P05,W006,V07,P05,faq,Frequently Asked Questions,/faq/FIN-01-185/v7/,"Reference FIN-01-185-07-05-55829 governs the frequently asked questions for Atlas Finance Coastal. The wallet workflow supports verification and records wallet information under the Coastal operating profile. Version 7 specifies a threshold of 67 units and a listed service value of 294 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 101 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-07-05-55829."
W006_V07_P06,W006,V07,P06,requirements,Eligibility And Requirements,/requirements/FIN-01-185/v7/,"Reference FIN-01-185-07-06-56142 governs the eligibility and requirements for Atlas Finance Coastal. The account workflow supports verification and records beneficiary information under the Coastal operating profile. Version 7 specifies a threshold of 64 units and a listed service value of 186 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 52 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-07-06-56142."
W006_V07_P07,W006,V07,P07,schedule,Timing And Scheduling,/schedule/FIN-01-185/v7/,"Reference FIN-01-185-07-07-56455 governs the timing and scheduling for Atlas Finance Coastal. The transfer workflow supports verification and records statement information under the Coastal operating profile. Version 7 specifies a threshold of 61 units and a listed service value of 78 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 184 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-07-07-56455."
W006_V07_P08,W006,V07,P08,security,Security And Access,/security/FIN-01-185/v7/,"Reference FIN-01-185-07-08-56768 governs the security and access for Atlas Finance Coastal. The statement workflow supports reconciliation and records account information under the Coastal operating profile. Version 7 specifies a threshold of 58 units and a listed service value of 391 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 135 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-07-08-56768."
W006_V07_P09,W006,V07,P09,services,Available Services,/services/FIN-01-185/v7/,"Reference FIN-01-185-07-09-57081 governs the available services for Atlas Finance Coastal. The beneficiary workflow supports reconciliation and records wallet information under the Coastal operating profile. Version 7 specifies a threshold of 55 units and a listed service value of 283 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 86 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-07-09-57081."
W006_V07_P10,W006,V07,P10,contact,Contact Information,/contact/FIN-01-185/v7/,"Reference FIN-01-185-07-10-57394 governs the contact information for Atlas Finance Coastal. The payment workflow supports reconciliation and records beneficiary information under the Coastal operating profile. Version 7 specifies a threshold of 52 units and a listed service value of 175 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 37 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-07-10-57394."
W006_V08_P01,W006,V08,P01,overview,Service Overview,/overview/FIN-01-185/v8/,"Reference FIN-01-185-08-01-55586 governs the service overview for Atlas Finance Coastal. The statement workflow supports verification and records transfer information under the Coastal operating profile. Version 8 specifies a threshold of 61 units and a listed service value of 51 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 39 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-08-01-55586."
W006_V08_P02,W006,V08,P02,pricing,Pricing And Commercial Terms,/pricing/FIN-01-185/v8/,"Reference FIN-01-185-08-02-55899 governs the pricing and commercial terms for Atlas Finance Coastal. The beneficiary workflow supports verification and records wallet information under the Coastal operating profile. Version 8 specifies a threshold of 58 units and a listed service value of 364 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 171 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-08-02-55899."
W006_V08_P03,W006,V08,P03,policy,Operating Policy,/policy/FIN-01-185/v8/,"Reference FIN-01-185-08-03-56212 governs the operating policy for Atlas Finance Coastal. The payment workflow supports verification and records payment information under the Coastal operating profile. Version 8 specifies a threshold of 55 units and a listed service value of 256 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 122 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-08-03-56212."
W006_V08_P04,W006,V08,P04,support,Support Procedure,/support/FIN-01-185/v8/,"Reference FIN-01-185-08-04-56525 governs the support procedure for Atlas Finance Coastal. The wallet workflow supports verification and records statement information under the Coastal operating profile. Version 8 specifies a threshold of 52 units and a listed service value of 148 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 73 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-08-04-56525."
W006_V08_P05,W006,V08,P05,faq,Frequently Asked Questions,/faq/FIN-01-185/v8/,"Reference FIN-01-185-08-05-56838 governs the frequently asked questions for Atlas Finance Coastal. The account workflow supports reconciliation and records transfer information under the Coastal operating profile. Version 8 specifies a threshold of 49 units and a listed service value of 40 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 24 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-08-05-56838."
W006_V08_P06,W006,V08,P06,requirements,Eligibility And Requirements,/requirements/FIN-01-185/v8/,"Reference FIN-01-185-08-06-57151 governs the eligibility and requirements for Atlas Finance Coastal. The transfer workflow supports reconciliation and records wallet information under the Coastal operating profile. Version 8 specifies a threshold of 46 units and a listed service value of 353 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 156 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-08-06-57151."
W006_V08_P07,W006,V08,P07,schedule,Timing And Scheduling,/schedule/FIN-01-185/v8/,"Reference FIN-01-185-08-07-57464 governs the timing and scheduling for Atlas Finance Coastal. The statement workflow supports reconciliation and records payment information under the Coastal operating profile. Version 8 specifies a threshold of 43 units and a listed service value of 245 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 107 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-08-07-57464."
W006_V08_P08,W006,V08,P08,security,Security And Access,/security/FIN-01-185/v8/,"Reference FIN-01-185-08-08-57777 governs the security and access for Atlas Finance Coastal. The beneficiary workflow supports closure and records statement information under the Coastal operating profile. Version 8 specifies a threshold of 40 units and a listed service value of 137 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 58 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-08-08-57777."
W006_V08_P09,W006,V08,P09,services,Available Services,/services/FIN-01-185/v8/,"Reference FIN-01-185-08-09-58090 governs the available services for Atlas Finance Coastal. The payment workflow supports closure and records account information under the Coastal operating profile. Version 8 specifies a threshold of 37 units and a listed service value of 450 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 190 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-08-09-58090."
W006_V08_P10,W006,V08,P10,contact,Contact Information,/contact/FIN-01-185/v8/,"Reference FIN-01-185-08-10-58403 governs the contact information for Atlas Finance Coastal. The wallet workflow supports closure and records wallet information under the Coastal operating profile. Version 8 specifies a threshold of 34 units and a listed service value of 342 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 141 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-08-10-58403."
W006_V09_P01,W006,V09,P01,overview,Service Overview,/overview/FIN-01-185/v9/,"Reference FIN-01-185-09-01-56595 governs the service overview for Atlas Finance Coastal. The beneficiary workflow supports verification and records beneficiary information under the Coastal operating profile. Version 9 specifies a threshold of 43 units and a listed service value of 218 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 143 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-09-01-56595."
W006_V09_P02,W006,V09,P02,pricing,Pricing And Commercial Terms,/pricing/FIN-01-185/v9/,"Reference FIN-01-185-09-02-56908 governs the pricing and commercial terms for Atlas Finance Coastal. The payment workflow supports reconciliation and records transfer information under the Coastal operating profile. Version 9 specifies a threshold of 40 units and a listed service value of 110 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 94 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-09-02-56908."
W006_V09_P03,W006,V09,P03,policy,Operating Policy,/policy/FIN-01-185/v9/,"Reference FIN-01-185-09-03-57221 governs the operating policy for Atlas Finance Coastal. The wallet workflow supports reconciliation and records wallet information under the Coastal operating profile. Version 9 specifies a threshold of 37 units and a listed service value of 423 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 45 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-09-03-57221."
W006_V09_P04,W006,V09,P04,support,Support Procedure,/support/FIN-01-185/v9/,"Reference FIN-01-185-09-04-57534 governs the support procedure for Atlas Finance Coastal. The account workflow supports reconciliation and records payment information under the Coastal operating profile. Version 9 specifies a threshold of 34 units and a listed service value of 315 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 177 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-09-04-57534."
W006_V09_P05,W006,V09,P05,faq,Frequently Asked Questions,/faq/FIN-01-185/v9/,"Reference FIN-01-185-09-05-57847 governs the frequently asked questions for Atlas Finance Coastal. The transfer workflow supports closure and records statement information under the Coastal operating profile. Version 9 specifies a threshold of 31 units and a listed service value of 207 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 128 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-09-05-57847."
W006_V09_P06,W006,V09,P06,requirements,Eligibility And Requirements,/requirements/FIN-01-185/v9/,"Reference FIN-01-185-09-06-58160 governs the eligibility and requirements for Atlas Finance Coastal. The statement workflow supports closure and records transfer information under the Coastal operating profile. Version 9 specifies a threshold of 28 units and a listed service value of 99 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 79 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-09-06-58160."
W006_V09_P07,W006,V09,P07,schedule,Timing And Scheduling,/schedule/FIN-01-185/v9/,"Reference FIN-01-185-09-07-58473 governs the timing and scheduling for Atlas Finance Coastal. The beneficiary workflow supports closure and records wallet information under the Coastal operating profile. Version 9 specifies a threshold of 25 units and a listed service value of 412 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 30 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-09-07-58473."
W006_V09_P08,W006,V09,P08,security,Security And Access,/security/FIN-01-185/v9/,"Reference FIN-01-185-09-08-58786 governs the security and access for Atlas Finance Coastal. The payment workflow supports closure and records payment information under the Coastal operating profile. Version 9 specifies a threshold of 22 units and a listed service value of 304 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 162 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-09-08-58786."
W006_V09_P09,W006,V09,P09,services,Available Services,/services/FIN-01-185/v9/,"Reference FIN-01-185-09-09-59099 governs the available services for Atlas Finance Coastal. The wallet workflow supports dispute and records statement information under the Coastal operating profile. Version 9 specifies a threshold of 19 units and a listed service value of 196 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 113 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-09-09-59099."
W006_V09_P10,W006,V09,P10,contact,Contact Information,/contact/FIN-01-185/v9/,"Reference FIN-01-185-09-10-59412 governs the contact information for Atlas Finance Coastal. The account workflow supports dispute and records transfer information under the Coastal operating profile. Version 9 specifies a threshold of 16 units and a listed service value of 88 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 64 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-09-10-59412."
W006_V10_P01,W006,V10,P01,overview,Service Overview,/overview/FIN-01-185/v10/,"Reference FIN-01-185-10-01-57604 governs the service overview for Atlas Finance Coastal. The payment workflow supports reconciliation and records payment information under the Coastal operating profile. Version 10 specifies a threshold of 25 units and a listed service value of 385 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 66 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-10-01-57604."
W006_V10_P02,W006,V10,P02,pricing,Pricing And Commercial Terms,/pricing/FIN-01-185/v10/,"Reference FIN-01-185-10-02-57917 governs the pricing and commercial terms for Atlas Finance Coastal. The wallet workflow supports closure and records beneficiary information under the Coastal operating profile. Version 10 specifies a threshold of 22 units and a listed service value of 277 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 198 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-10-02-57917."
W006_V10_P03,W006,V10,P03,policy,Operating Policy,/policy/FIN-01-185/v10/,"Reference FIN-01-185-10-03-58230 governs the operating policy for Atlas Finance Coastal. The account workflow supports closure and records transfer information under the Coastal operating profile. Version 10 specifies a threshold of 19 units and a listed service value of 169 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 149 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-10-03-58230."
W006_V10_P04,W006,V10,P04,support,Support Procedure,/support/FIN-01-185/v10/,"Reference FIN-01-185-10-04-58543 governs the support procedure for Atlas Finance Coastal. The transfer workflow supports closure and records account information under the Coastal operating profile. Version 10 specifies a threshold of 16 units and a listed service value of 61 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 100 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-10-04-58543."
W006_V10_P05,W006,V10,P05,faq,Frequently Asked Questions,/faq/FIN-01-185/v10/,"Reference FIN-01-185-10-05-58856 governs the frequently asked questions for Atlas Finance Coastal. The statement workflow supports closure and records payment information under the Coastal operating profile. Version 10 specifies a threshold of 13 units and a listed service value of 374 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 51 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-10-05-58856."
W006_V10_P06,W006,V10,P06,requirements,Eligibility And Requirements,/requirements/FIN-01-185/v10/,"Reference FIN-01-185-10-06-59169 governs the eligibility and requirements for Atlas Finance Coastal. The beneficiary workflow supports dispute and records beneficiary information under the Coastal operating profile. Version 10 specifies a threshold of 89 units and a listed service value of 266 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 183 minutes. For transfer, the requester follows the site-specific verification route associated with reference FIN-01-185-10-06-59169."
W006_V10_P07,W006,V10,P07,schedule,Timing And Scheduling,/schedule/FIN-01-185/v10/,"Reference FIN-01-185-10-07-59482 governs the timing and scheduling for Atlas Finance Coastal. The payment workflow supports dispute and records transfer information under the Coastal operating profile. Version 10 specifies a threshold of 86 units and a listed service value of 158 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 134 minutes. For verification, the requester follows the site-specific verification route associated with reference FIN-01-185-10-07-59482."
W006_V10_P08,W006,V10,P08,security,Security And Access,/security/FIN-01-185/v10/,"Reference FIN-01-185-10-08-59795 governs the security and access for Atlas Finance Coastal. The wallet workflow supports dispute and records wallet information under the Coastal operating profile. Version 10 specifies a threshold of 83 units and a listed service value of 50 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 85 minutes. For reconciliation, the requester follows the site-specific verification route associated with reference FIN-01-185-10-08-59795."
W006_V10_P09,W006,V10,P09,services,Available Services,/services/FIN-01-185/v10/,"Reference FIN-01-185-10-09-60108 governs the available services for Atlas Finance Coastal. The account workflow supports transfer and records payment information under the Coastal operating profile. Version 10 specifies a threshold of 80 units and a listed service value of 363 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 36 minutes. For closure, the requester follows the site-specific verification route associated with reference FIN-01-185-10-09-60108."
W006_V10_P10,W006,V10,P10,contact,Contact Information,/contact/FIN-01-185/v10/,"Reference FIN-01-185-10-10-60421 governs the contact information for Atlas Finance Coastal. The transfer workflow supports transfer and records statement information under the Coastal operating profile. Version 10 specifies a threshold of 77 units and a listed service value of 255 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 168 minutes. For dispute, the requester follows the site-specific verification route associated with reference FIN-01-185-10-10-60421."
W007_V01_P01,W007,V01,P01,overview,Service Overview,/overview/INS-01-222/v1/,"Reference INS-01-222-01-01-56442 governs the service overview for Atlas Insurance Metro. The claim workflow supports appeal and records policy information under the Metro operating profile. Version 1 specifies a threshold of 48 units and a listed service value of 65 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 171 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-01-01-56442."
W007_V01_P02,W007,V01,P02,pricing,Pricing And Commercial Terms,/pricing/INS-01-222/v1/,"Reference INS-01-222-01-02-56755 governs the pricing and commercial terms for Atlas Insurance Metro. The policy workflow supports renewal and records renewal information under the Metro operating profile. Version 1 specifies a threshold of 45 units and a listed service value of 378 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 122 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-01-02-56755."
W007_V01_P03,W007,V01,P03,policy,Operating Policy,/policy/INS-01-222/v1/,"Reference INS-01-222-01-03-57068 governs the operating policy for Atlas Insurance Metro. The beneficiary workflow supports renewal and records coverage information under the Metro operating profile. Version 1 specifies a threshold of 42 units and a listed service value of 270 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 73 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-01-03-57068."
W007_V01_P04,W007,V01,P04,support,Support Procedure,/support/INS-01-222/v1/,"Reference INS-01-222-01-04-57381 governs the support procedure for Atlas Insurance Metro. The document workflow supports renewal and records beneficiary information under the Metro operating profile. Version 1 specifies a threshold of 39 units and a listed service value of 162 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 24 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-01-04-57381."
W007_V01_P05,W007,V01,P05,faq,Frequently Asked Questions,/faq/INS-01-222/v1/,"Reference INS-01-222-01-05-57694 governs the frequently asked questions for Atlas Insurance Metro. The coverage workflow supports renewal and records claim information under the Metro operating profile. Version 1 specifies a threshold of 36 units and a listed service value of 54 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 156 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-01-05-57694."
W007_V01_P06,W007,V01,P06,requirements,Eligibility And Requirements,/requirements/INS-01-222/v1/,"Reference INS-01-222-01-06-58007 governs the eligibility and requirements for Atlas Insurance Metro. The renewal workflow supports verification and records renewal information under the Metro operating profile. Version 1 specifies a threshold of 33 units and a listed service value of 367 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 107 minutes. For renewal, the requester follows the site-specific verification route associated with reference INS-01-222-01-06-58007."
W007_V01_P07,W007,V01,P07,schedule,Timing And Scheduling,/schedule/INS-01-222/v1/,"Reference INS-01-222-01-07-58320 governs the timing and scheduling for Atlas Insurance Metro. The claim workflow supports verification and records document information under the Metro operating profile. Version 1 specifies a threshold of 30 units and a listed service value of 259 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 58 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-01-07-58320."
W007_V01_P08,W007,V01,P08,security,Security And Access,/security/INS-01-222/v1/,"Reference INS-01-222-01-08-58633 governs the security and access for Atlas Insurance Metro. The policy workflow supports verification and records beneficiary information under the Metro operating profile. Version 1 specifies a threshold of 27 units and a listed service value of 151 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 190 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-01-08-58633."
W007_V01_P09,W007,V01,P09,services,Available Services,/services/INS-01-222/v1/,"Reference INS-01-222-01-09-58946 governs the available services for Atlas Insurance Metro. The beneficiary workflow supports claim submission and records claim information under the Metro operating profile. Version 1 specifies a threshold of 24 units and a listed service value of 43 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 141 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-01-09-58946."
W007_V01_P10,W007,V01,P10,contact,Contact Information,/contact/INS-01-222/v1/,"Reference INS-01-222-01-10-59259 governs the contact information for Atlas Insurance Metro. The document workflow supports claim submission and records renewal information under the Metro operating profile. Version 1 specifies a threshold of 21 units and a listed service value of 356 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 92 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-01-10-59259."
W007_V02_P01,W007,V02,P01,overview,Service Overview,/overview/INS-01-222/v2/,"Reference INS-01-222-02-01-57451 governs the service overview for Atlas Insurance Metro. The policy workflow supports renewal and records beneficiary information under the Metro operating profile. Version 2 specifies a threshold of 30 units and a listed service value of 232 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 94 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-02-01-57451."
W007_V02_P02,W007,V02,P02,pricing,Pricing And Commercial Terms,/pricing/INS-01-222/v2/,"Reference INS-01-222-02-02-57764 governs the pricing and commercial terms for Atlas Insurance Metro. The beneficiary workflow supports renewal and records policy information under the Metro operating profile. Version 2 specifies a threshold of 27 units and a listed service value of 124 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 45 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-02-02-57764."
W007_V02_P03,W007,V02,P03,policy,Operating Policy,/policy/INS-01-222/v2/,"Reference INS-01-222-02-03-58077 governs the operating policy for Atlas Insurance Metro. The document workflow supports verification and records renewal information under the Metro operating profile. Version 2 specifies a threshold of 24 units and a listed service value of 437 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 177 minutes. For renewal, the requester follows the site-specific verification route associated with reference INS-01-222-02-03-58077."
W007_V02_P04,W007,V02,P04,support,Support Procedure,/support/INS-01-222/v2/,"Reference INS-01-222-02-04-58390 governs the support procedure for Atlas Insurance Metro. The coverage workflow supports verification and records coverage information under the Metro operating profile. Version 2 specifies a threshold of 21 units and a listed service value of 329 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 128 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-02-04-58390."
W007_V02_P05,W007,V02,P05,faq,Frequently Asked Questions,/faq/INS-01-222/v2/,"Reference INS-01-222-02-05-58703 governs the frequently asked questions for Atlas Insurance Metro. The renewal workflow supports verification and records beneficiary information under the Metro operating profile. Version 2 specifies a threshold of 18 units and a listed service value of 221 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 79 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-02-05-58703."
W007_V02_P06,W007,V02,P06,requirements,Eligibility And Requirements,/requirements/INS-01-222/v2/,"Reference INS-01-222-02-06-59016 governs the eligibility and requirements for Atlas Insurance Metro. The claim workflow supports claim submission and records policy information under the Metro operating profile. Version 2 specifies a threshold of 15 units and a listed service value of 113 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 30 minutes. For assessment, the requester follows the site-specific verification route associated with reference INS-01-222-02-06-59016."
W007_V02_P07,W007,V02,P07,schedule,Timing And Scheduling,/schedule/INS-01-222/v2/,"Reference INS-01-222-02-07-59329 governs the timing and scheduling for Atlas Insurance Metro. The policy workflow supports claim submission and records renewal information under the Metro operating profile. Version 2 specifies a threshold of 12 units and a listed service value of 426 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 162 minutes. For appeal, the requester follows the site-specific verification route associated with reference INS-01-222-02-07-59329."
W007_V02_P08,W007,V02,P08,security,Security And Access,/security/INS-01-222/v2/,"Reference INS-01-222-02-08-59642 governs the security and access for Atlas Insurance Metro. The beneficiary workflow supports claim submission and records coverage information under the Metro operating profile. Version 2 specifies a threshold of 88 units and a listed service value of 318 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 113 minutes. For renewal, the requester follows the site-specific verification route associated with reference INS-01-222-02-08-59642."
W007_V02_P09,W007,V02,P09,services,Available Services,/services/INS-01-222/v2/,"Reference INS-01-222-02-09-59955 governs the available services for Atlas Insurance Metro. The document workflow supports claim submission and records beneficiary information under the Metro operating profile. Version 2 specifies a threshold of 85 units and a listed service value of 210 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 64 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-02-09-59955."
W007_V02_P10,W007,V02,P10,contact,Contact Information,/contact/INS-01-222/v2/,"Reference INS-01-222-02-10-60268 governs the contact information for Atlas Insurance Metro. The coverage workflow supports assessment and records claim information under the Metro operating profile. Version 2 specifies a threshold of 82 units and a listed service value of 102 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 196 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-02-10-60268."
W007_V03_P01,W007,V03,P01,overview,Service Overview,/overview/INS-01-222/v3/,"Reference INS-01-222-03-01-58460 governs the service overview for Atlas Insurance Metro. The beneficiary workflow supports verification and records coverage information under the Metro operating profile. Version 3 specifies a threshold of 12 units and a listed service value of 399 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 198 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-03-01-58460."
W007_V03_P02,W007,V03,P02,pricing,Pricing And Commercial Terms,/pricing/INS-01-222/v3/,"Reference INS-01-222-03-02-58773 governs the pricing and commercial terms for Atlas Insurance Metro. The document workflow supports verification and records document information under the Metro operating profile. Version 3 specifies a threshold of 88 units and a listed service value of 291 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 149 minutes. For verification, the requester follows the site-specific verification route associated with reference INS-01-222-03-02-58773."
W007_V03_P03,W007,V03,P03,policy,Operating Policy,/policy/INS-01-222/v3/,"Reference INS-01-222-03-03-59086 governs the operating policy for Atlas Insurance Metro. The coverage workflow supports claim submission and records policy information under the Metro operating profile. Version 3 specifies a threshold of 85 units and a listed service value of 183 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 100 minutes. For claim submission, the requester follows the site-specific verification route associated with reference INS-01-222-03-03-59086."
