chunk_id,document_id,website_id,version,page_id,page_type,chunk_index,text,source_path
W024_V03_P10_C1,W024_V03_P10,W024,V03,P10,contact,1,Reference HOS-02-851-03-10-95900 governs the contact information for Nimbus Hospitality West. The room workflow supports check-in and records reservation information under the West operating profile. Version 3 specifies a threshold of 71 units and a listed service value of 172 units.,/contact/HOS-02-851/v3/
W024_V03_P10_C2,W024_V03_P10,W024,V03,P10,contact,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 78 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-03-10-95900.",/contact/HOS-02-851/v3/
W024_V04_P01_C1,W024_V04_P01,W024,V04,P01,overview,1,Reference HOS-02-851-04-01-94092 governs the service overview for Nimbus Hospitality West. The package workflow supports cancellation and records package information under the West operating profile. Version 4 specifies a threshold of 80 units and a listed service value of 48 units.,/overview/HOS-02-851/v4/
W024_V04_P01_C2,W024_V04_P01,W024,V04,P01,overview,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 80 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-04-01-94092.",/overview/HOS-02-851/v4/
W024_V04_P02_C1,W024_V04_P02,W024,V04,P02,pricing,1,Reference HOS-02-851-04-02-94405 governs the pricing and commercial terms for Nimbus Hospitality West. The service workflow supports cancellation and records facility information under the West operating profile. Version 4 specifies a threshold of 77 units and a listed service value of 361 units.,/pricing/HOS-02-851/v4/
W024_V04_P02_C2,W024_V04_P02,W024,V04,P02,pricing,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 31 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-04-02-94405.",/pricing/HOS-02-851/v4/
W024_V04_P03_C1,W024_V04_P03,W024,V04,P03,policy,1,Reference HOS-02-851-04-03-94718 governs the operating policy for Nimbus Hospitality West. The room workflow supports checkout and records reservation information under the West operating profile. Version 4 specifies a threshold of 74 units and a listed service value of 253 units.,/policy/HOS-02-851/v4/
W024_V04_P03_C2,W024_V04_P03,W024,V04,P03,policy,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 163 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-04-03-94718.",/policy/HOS-02-851/v4/
W024_V04_P04_C1,W024_V04_P04,W024,V04,P04,support,1,Reference HOS-02-851-04-04-95031 governs the support procedure for Nimbus Hospitality West. The reservation workflow supports checkout and records room information under the West operating profile. Version 4 specifies a threshold of 71 units and a listed service value of 145 units.,/support/HOS-02-851/v4/
W024_V04_P04_C2,W024_V04_P04,W024,V04,P04,support,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 114 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-04-04-95031.",/support/HOS-02-851/v4/
W024_V04_P05_C1,W024_V04_P05,W024,V04,P05,faq,1,Reference HOS-02-851-04-05-95344 governs the frequently asked questions for Nimbus Hospitality West. The guest workflow supports checkout and records package information under the West operating profile. Version 4 specifies a threshold of 68 units and a listed service value of 37 units.,/faq/HOS-02-851/v4/
W024_V04_P05_C2,W024_V04_P05,W024,V04,P05,faq,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 65 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-04-05-95344.",/faq/HOS-02-851/v4/
W024_V04_P06_C1,W024_V04_P06,W024,V04,P06,requirements,1,Reference HOS-02-851-04-06-95657 governs the eligibility and requirements for Nimbus Hospitality West. The facility workflow supports checkout and records facility information under the West operating profile. Version 4 specifies a threshold of 65 units and a listed service value of 350 units.,/requirements/HOS-02-851/v4/
W024_V04_P06_C2,W024_V04_P06,W024,V04,P06,requirements,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 197 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-04-06-95657.",/requirements/HOS-02-851/v4/
W024_V04_P07_C1,W024_V04_P07,W024,V04,P07,schedule,1,Reference HOS-02-851-04-07-95970 governs the timing and scheduling for Nimbus Hospitality West. The package workflow supports check-in and records reservation information under the West operating profile. Version 4 specifies a threshold of 62 units and a listed service value of 242 units.,/schedule/HOS-02-851/v4/
W024_V04_P07_C2,W024_V04_P07,W024,V04,P07,schedule,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 148 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-04-07-95970.",/schedule/HOS-02-851/v4/
W024_V04_P08_C1,W024_V04_P08,W024,V04,P08,security,1,Reference HOS-02-851-04-08-96283 governs the security and access for Nimbus Hospitality West. The service workflow supports check-in and records service information under the West operating profile. Version 4 specifies a threshold of 59 units and a listed service value of 134 units.,/security/HOS-02-851/v4/
W024_V04_P08_C2,W024_V04_P08,W024,V04,P08,security,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 99 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-04-08-96283.",/security/HOS-02-851/v4/
W024_V04_P09_C1,W024_V04_P09,W024,V04,P09,services,1,Reference HOS-02-851-04-09-96596 governs the available services for Nimbus Hospitality West. The room workflow supports check-in and records package information under the West operating profile. Version 4 specifies a threshold of 56 units and a listed service value of 447 units.,/services/HOS-02-851/v4/
W024_V04_P09_C2,W024_V04_P09,W024,V04,P09,services,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 50 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-04-09-96596.",/services/HOS-02-851/v4/
W024_V04_P10_C1,W024_V04_P10,W024,V04,P10,contact,1,Reference HOS-02-851-04-10-96909 governs the contact information for Nimbus Hospitality West. The reservation workflow supports upgrade and records guest information under the West operating profile. Version 4 specifies a threshold of 53 units and a listed service value of 339 units.,/contact/HOS-02-851/v4/
W024_V04_P10_C2,W024_V04_P10,W024,V04,P10,contact,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 182 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-04-10-96909.",/contact/HOS-02-851/v4/
W024_V05_P01_C1,W024_V05_P01,W024,V05,P01,overview,1,Reference HOS-02-851-05-01-95101 governs the service overview for Nimbus Hospitality West. The service workflow supports checkout and records room information under the West operating profile. Version 5 specifies a threshold of 62 units and a listed service value of 215 units.,/overview/HOS-02-851/v5/
W024_V05_P01_C2,W024_V05_P01,W024,V05,P01,overview,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 184 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-05-01-95101.",/overview/HOS-02-851/v5/
W024_V05_P02_C1,W024_V05_P02,W024,V05,P02,pricing,1,Reference HOS-02-851-05-02-95414 governs the pricing and commercial terms for Nimbus Hospitality West. The room workflow supports checkout and records package information under the West operating profile. Version 5 specifies a threshold of 59 units and a listed service value of 107 units.,/pricing/HOS-02-851/v5/
W024_V05_P02_C2,W024_V05_P02,W024,V05,P02,pricing,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 135 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-05-02-95414.",/pricing/HOS-02-851/v5/
W024_V05_P03_C1,W024_V05_P03,W024,V05,P03,policy,1,Reference HOS-02-851-05-03-95727 governs the operating policy for Nimbus Hospitality West. The reservation workflow supports checkout and records facility information under the West operating profile. Version 5 specifies a threshold of 56 units and a listed service value of 420 units.,/policy/HOS-02-851/v5/
W024_V05_P03_C2,W024_V05_P03,W024,V05,P03,policy,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 86 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-05-03-95727.",/policy/HOS-02-851/v5/
W024_V05_P04_C1,W024_V05_P04,W024,V05,P04,support,1,Reference HOS-02-851-05-04-96040 governs the support procedure for Nimbus Hospitality West. The guest workflow supports check-in and records reservation information under the West operating profile. Version 5 specifies a threshold of 53 units and a listed service value of 312 units.,/support/HOS-02-851/v5/
W024_V05_P04_C2,W024_V05_P04,W024,V05,P04,support,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 37 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-05-04-96040.",/support/HOS-02-851/v5/
W024_V05_P05_C1,W024_V05_P05,W024,V05,P05,faq,1,Reference HOS-02-851-05-05-96353 governs the frequently asked questions for Nimbus Hospitality West. The facility workflow supports check-in and records room information under the West operating profile. Version 5 specifies a threshold of 50 units and a listed service value of 204 units.,/faq/HOS-02-851/v5/
W024_V05_P05_C2,W024_V05_P05,W024,V05,P05,faq,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 169 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-05-05-96353.",/faq/HOS-02-851/v5/
W024_V05_P06_C1,W024_V05_P06,W024,V05,P06,requirements,1,Reference HOS-02-851-05-06-96666 governs the eligibility and requirements for Nimbus Hospitality West. The package workflow supports check-in and records package information under the West operating profile. Version 5 specifies a threshold of 47 units and a listed service value of 96 units.,/requirements/HOS-02-851/v5/
W024_V05_P06_C2,W024_V05_P06,W024,V05,P06,requirements,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 120 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-05-06-96666.",/requirements/HOS-02-851/v5/
W024_V05_P07_C1,W024_V05_P07,W024,V05,P07,schedule,1,Reference HOS-02-851-05-07-96979 governs the timing and scheduling for Nimbus Hospitality West. The service workflow supports upgrade and records facility information under the West operating profile. Version 5 specifies a threshold of 44 units and a listed service value of 409 units.,/schedule/HOS-02-851/v5/
W024_V05_P07_C2,W024_V05_P07,W024,V05,P07,schedule,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 71 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-05-07-96979.",/schedule/HOS-02-851/v5/
W024_V05_P08_C1,W024_V05_P08,W024,V05,P08,security,1,Reference HOS-02-851-05-08-97292 governs the security and access for Nimbus Hospitality West. The room workflow supports upgrade and records reservation information under the West operating profile. Version 5 specifies a threshold of 41 units and a listed service value of 301 units.,/security/HOS-02-851/v5/
W024_V05_P08_C2,W024_V05_P08,W024,V05,P08,security,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 22 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-05-08-97292.",/security/HOS-02-851/v5/
W024_V05_P09_C1,W024_V05_P09,W024,V05,P09,services,1,Reference HOS-02-851-05-09-97605 governs the available services for Nimbus Hospitality West. The reservation workflow supports upgrade and records room information under the West operating profile. Version 5 specifies a threshold of 38 units and a listed service value of 193 units.,/services/HOS-02-851/v5/
W024_V05_P09_C2,W024_V05_P09,W024,V05,P09,services,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 154 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-05-09-97605.",/services/HOS-02-851/v5/
W024_V05_P10_C1,W024_V05_P10,W024,V05,P10,contact,1,Reference HOS-02-851-05-10-97918 governs the contact information for Nimbus Hospitality West. The guest workflow supports upgrade and records package information under the West operating profile. Version 5 specifies a threshold of 35 units and a listed service value of 85 units.,/contact/HOS-02-851/v5/
W024_V05_P10_C2,W024_V05_P10,W024,V05,P10,contact,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 105 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-05-10-97918.",/contact/HOS-02-851/v5/
W024_V06_P01_C1,W024_V06_P01,W024,V06,P01,overview,1,Reference HOS-02-851-06-01-96110 governs the service overview for Nimbus Hospitality West. The room workflow supports check-in and records guest information under the West operating profile. Version 6 specifies a threshold of 44 units and a listed service value of 382 units.,/overview/HOS-02-851/v6/
W024_V06_P01_C2,W024_V06_P01,W024,V06,P01,overview,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 107 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-06-01-96110.",/overview/HOS-02-851/v6/
W024_V06_P02_C1,W024_V06_P02,W024,V06,P02,pricing,1,Reference HOS-02-851-06-02-96423 governs the pricing and commercial terms for Nimbus Hospitality West. The reservation workflow supports check-in and records room information under the West operating profile. Version 6 specifies a threshold of 41 units and a listed service value of 274 units.,/pricing/HOS-02-851/v6/
W024_V06_P02_C2,W024_V06_P02,W024,V06,P02,pricing,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 58 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-06-02-96423.",/pricing/HOS-02-851/v6/
W024_V06_P03_C1,W024_V06_P03,W024,V06,P03,policy,1,Reference HOS-02-851-06-03-96736 governs the operating policy for Nimbus Hospitality West. The guest workflow supports check-in and records service information under the West operating profile. Version 6 specifies a threshold of 38 units and a listed service value of 166 units.,/policy/HOS-02-851/v6/
W024_V06_P03_C2,W024_V06_P03,W024,V06,P03,policy,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 190 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-06-03-96736.",/policy/HOS-02-851/v6/
W024_V06_P04_C1,W024_V06_P04,W024,V06,P04,support,1,Reference HOS-02-851-06-04-97049 governs the support procedure for Nimbus Hospitality West. The facility workflow supports upgrade and records facility information under the West operating profile. Version 6 specifies a threshold of 35 units and a listed service value of 58 units.,/support/HOS-02-851/v6/
W024_V06_P04_C2,W024_V06_P04,W024,V06,P04,support,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 141 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-06-04-97049.",/support/HOS-02-851/v6/
W024_V06_P05_C1,W024_V06_P05,W024,V06,P05,faq,1,Reference HOS-02-851-06-05-97362 governs the frequently asked questions for Nimbus Hospitality West. The package workflow supports upgrade and records guest information under the West operating profile. Version 6 specifies a threshold of 32 units and a listed service value of 371 units.,/faq/HOS-02-851/v6/
W024_V06_P05_C2,W024_V06_P05,W024,V06,P05,faq,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 92 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-06-05-97362.",/faq/HOS-02-851/v6/
W024_V06_P06_C1,W024_V06_P06,W024,V06,P06,requirements,1,Reference HOS-02-851-06-06-97675 governs the eligibility and requirements for Nimbus Hospitality West. The service workflow supports upgrade and records room information under the West operating profile. Version 6 specifies a threshold of 29 units and a listed service value of 263 units.,/requirements/HOS-02-851/v6/
W024_V06_P06_C2,W024_V06_P06,W024,V06,P06,requirements,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 43 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-06-06-97675.",/requirements/HOS-02-851/v6/
W024_V06_P07_C1,W024_V06_P07,W024,V06,P07,schedule,1,Reference HOS-02-851-06-07-97988 governs the timing and scheduling for Nimbus Hospitality West. The room workflow supports upgrade and records package information under the West operating profile. Version 6 specifies a threshold of 26 units and a listed service value of 155 units.,/schedule/HOS-02-851/v6/
W024_V06_P07_C2,W024_V06_P07,W024,V06,P07,schedule,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 175 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-06-07-97988.",/schedule/HOS-02-851/v6/
W024_V06_P08_C1,W024_V06_P08,W024,V06,P08,security,1,Reference HOS-02-851-06-08-98301 governs the security and access for Nimbus Hospitality West. The reservation workflow supports amenity access and records facility information under the West operating profile. Version 6 specifies a threshold of 23 units and a listed service value of 47 units.,/security/HOS-02-851/v6/
W024_V06_P08_C2,W024_V06_P08,W024,V06,P08,security,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 126 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-06-08-98301.",/security/HOS-02-851/v6/
W024_V06_P09_C1,W024_V06_P09,W024,V06,P09,services,1,Reference HOS-02-851-06-09-98614 governs the available services for Nimbus Hospitality West. The guest workflow supports amenity access and records reservation information under the West operating profile. Version 6 specifies a threshold of 20 units and a listed service value of 360 units.,/services/HOS-02-851/v6/
W024_V06_P09_C2,W024_V06_P09,W024,V06,P09,services,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 77 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-06-09-98614.",/services/HOS-02-851/v6/
W024_V06_P10_C1,W024_V06_P10,W024,V06,P10,contact,1,Reference HOS-02-851-06-10-98927 governs the contact information for Nimbus Hospitality West. The facility workflow supports amenity access and records room information under the West operating profile. Version 6 specifies a threshold of 17 units and a listed service value of 252 units.,/contact/HOS-02-851/v6/
W024_V06_P10_C2,W024_V06_P10,W024,V06,P10,contact,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 28 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-06-10-98927.",/contact/HOS-02-851/v6/
W024_V07_P01_C1,W024_V07_P01,W024,V07,P01,overview,1,Reference HOS-02-851-07-01-97119 governs the service overview for Nimbus Hospitality West. The reservation workflow supports upgrade and records facility information under the West operating profile. Version 7 specifies a threshold of 26 units and a listed service value of 128 units.,/overview/HOS-02-851/v7/
W024_V07_P01_C2,W024_V07_P01,W024,V07,P01,overview,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 30 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-07-01-97119.",/overview/HOS-02-851/v7/
W024_V07_P02_C1,W024_V07_P02,W024,V07,P02,pricing,1,Reference HOS-02-851-07-02-97432 governs the pricing and commercial terms for Nimbus Hospitality West. The guest workflow supports upgrade and records guest information under the West operating profile. Version 7 specifies a threshold of 23 units and a listed service value of 441 units.,/pricing/HOS-02-851/v7/
W024_V07_P02_C2,W024_V07_P02,W024,V07,P02,pricing,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 162 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-07-02-97432.",/pricing/HOS-02-851/v7/
W024_V07_P03_C1,W024_V07_P03,W024,V07,P03,policy,1,Reference HOS-02-851-07-03-97745 governs the operating policy for Nimbus Hospitality West. The facility workflow supports upgrade and records room information under the West operating profile. Version 7 specifies a threshold of 20 units and a listed service value of 333 units.,/policy/HOS-02-851/v7/
W024_V07_P03_C2,W024_V07_P03,W024,V07,P03,policy,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 113 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-07-03-97745.",/policy/HOS-02-851/v7/
W024_V07_P04_C1,W024_V07_P04,W024,V07,P04,support,1,Reference HOS-02-851-07-04-98058 governs the support procedure for Nimbus Hospitality West. The package workflow supports upgrade and records service information under the West operating profile. Version 7 specifies a threshold of 17 units and a listed service value of 225 units.,/support/HOS-02-851/v7/
W024_V07_P04_C2,W024_V07_P04,W024,V07,P04,support,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 64 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-07-04-98058.",/support/HOS-02-851/v7/
W024_V07_P05_C1,W024_V07_P05,W024,V07,P05,faq,1,Reference HOS-02-851-07-05-98371 governs the frequently asked questions for Nimbus Hospitality West. The service workflow supports amenity access and records facility information under the West operating profile. Version 7 specifies a threshold of 14 units and a listed service value of 117 units.,/faq/HOS-02-851/v7/
W024_V07_P05_C2,W024_V07_P05,W024,V07,P05,faq,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 196 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-07-05-98371.",/faq/HOS-02-851/v7/
W024_V07_P06_C1,W024_V07_P06,W024,V07,P06,requirements,1,Reference HOS-02-851-07-06-98684 governs the eligibility and requirements for Nimbus Hospitality West. The room workflow supports amenity access and records guest information under the West operating profile. Version 7 specifies a threshold of 90 units and a listed service value of 430 units.,/requirements/HOS-02-851/v7/
W024_V07_P06_C2,W024_V07_P06,W024,V07,P06,requirements,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 147 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-07-06-98684.",/requirements/HOS-02-851/v7/
W024_V07_P07_C1,W024_V07_P07,W024,V07,P07,schedule,1,Reference HOS-02-851-07-07-98997 governs the timing and scheduling for Nimbus Hospitality West. The reservation workflow supports amenity access and records room information under the West operating profile. Version 7 specifies a threshold of 87 units and a listed service value of 322 units.,/schedule/HOS-02-851/v7/
W024_V07_P07_C2,W024_V07_P07,W024,V07,P07,schedule,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 98 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-07-07-98997.",/schedule/HOS-02-851/v7/
W024_V07_P08_C1,W024_V07_P08,W024,V07,P08,security,1,Reference HOS-02-851-07-08-99310 governs the security and access for Nimbus Hospitality West. The guest workflow supports cancellation and records service information under the West operating profile. Version 7 specifies a threshold of 84 units and a listed service value of 214 units.,/security/HOS-02-851/v7/
W024_V07_P08_C2,W024_V07_P08,W024,V07,P08,security,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 49 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-07-08-99310.",/security/HOS-02-851/v7/
W024_V07_P09_C1,W024_V07_P09,W024,V07,P09,services,1,Reference HOS-02-851-07-09-99623 governs the available services for Nimbus Hospitality West. The facility workflow supports cancellation and records facility information under the West operating profile. Version 7 specifies a threshold of 81 units and a listed service value of 106 units.,/services/HOS-02-851/v7/
W024_V07_P09_C2,W024_V07_P09,W024,V07,P09,services,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 181 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-07-09-99623.",/services/HOS-02-851/v7/
W024_V07_P10_C1,W024_V07_P10,W024,V07,P10,contact,1,Reference HOS-02-851-07-10-99936 governs the contact information for Nimbus Hospitality West. The package workflow supports cancellation and records guest information under the West operating profile. Version 7 specifies a threshold of 78 units and a listed service value of 419 units.,/contact/HOS-02-851/v7/
W024_V07_P10_C2,W024_V07_P10,W024,V07,P10,contact,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 132 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-07-10-99936.",/contact/HOS-02-851/v7/
W024_V08_P01_C1,W024_V08_P01,W024,V08,P01,overview,1,Reference HOS-02-851-08-01-98128 governs the service overview for Nimbus Hospitality West. The guest workflow supports upgrade and records service information under the West operating profile. Version 8 specifies a threshold of 87 units and a listed service value of 295 units.,/overview/HOS-02-851/v8/
W024_V08_P01_C2,W024_V08_P01,W024,V08,P01,overview,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 134 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-08-01-98128.",/overview/HOS-02-851/v8/
W024_V08_P02_C1,W024_V08_P02,W024,V08,P02,pricing,1,Reference HOS-02-851-08-02-98441 governs the pricing and commercial terms for Nimbus Hospitality West. The facility workflow supports amenity access and records package information under the West operating profile. Version 8 specifies a threshold of 84 units and a listed service value of 187 units.,/pricing/HOS-02-851/v8/
W024_V08_P02_C2,W024_V08_P02,W024,V08,P02,pricing,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 85 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-08-02-98441.",/pricing/HOS-02-851/v8/
W024_V08_P03_C1,W024_V08_P03,W024,V08,P03,policy,1,Reference HOS-02-851-08-03-98754 governs the operating policy for Nimbus Hospitality West. The package workflow supports amenity access and records guest information under the West operating profile. Version 8 specifies a threshold of 81 units and a listed service value of 79 units.,/policy/HOS-02-851/v8/
W024_V08_P03_C2,W024_V08_P03,W024,V08,P03,policy,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 36 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-08-03-98754.",/policy/HOS-02-851/v8/
W024_V08_P04_C1,W024_V08_P04,W024,V08,P04,support,1,Reference HOS-02-851-08-04-99067 governs the support procedure for Nimbus Hospitality West. The service workflow supports amenity access and records reservation information under the West operating profile. Version 8 specifies a threshold of 78 units and a listed service value of 392 units.,/support/HOS-02-851/v8/
W024_V08_P04_C2,W024_V08_P04,W024,V08,P04,support,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 168 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-08-04-99067.",/support/HOS-02-851/v8/
W024_V08_P05_C1,W024_V08_P05,W024,V08,P05,faq,1,Reference HOS-02-851-08-05-99380 governs the frequently asked questions for Nimbus Hospitality West. The room workflow supports cancellation and records service information under the West operating profile. Version 8 specifies a threshold of 75 units and a listed service value of 284 units.,/faq/HOS-02-851/v8/
W024_V08_P05_C2,W024_V08_P05,W024,V08,P05,faq,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 119 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-08-05-99380.",/faq/HOS-02-851/v8/
W024_V08_P06_C1,W024_V08_P06,W024,V08,P06,requirements,1,Reference HOS-02-851-08-06-99693 governs the eligibility and requirements for Nimbus Hospitality West. The reservation workflow supports cancellation and records facility information under the West operating profile. Version 8 specifies a threshold of 72 units and a listed service value of 176 units.,/requirements/HOS-02-851/v8/
W024_V08_P06_C2,W024_V08_P06,W024,V08,P06,requirements,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 70 minutes. For checkout, the requester follows the site-specific verification route associated with reference HOS-02-851-08-06-99693.",/requirements/HOS-02-851/v8/
W024_V08_P07_C1,W024_V08_P07,W024,V08,P07,schedule,1,Reference HOS-02-851-08-07-00006 governs the timing and scheduling for Nimbus Hospitality West. The guest workflow supports cancellation and records guest information under the West operating profile. Version 8 specifies a threshold of 69 units and a listed service value of 68 units.,/schedule/HOS-02-851/v8/
W024_V08_P07_C2,W024_V08_P07,W024,V08,P07,schedule,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 21 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-02-851-08-07-00006.",/schedule/HOS-02-851/v8/
W024_V08_P08_C1,W024_V08_P08,W024,V08,P08,security,1,Reference HOS-02-851-08-08-00319 governs the security and access for Nimbus Hospitality West. The facility workflow supports cancellation and records room information under the West operating profile. Version 8 specifies a threshold of 66 units and a listed service value of 381 units.,/security/HOS-02-851/v8/
W024_V08_P08_C2,W024_V08_P08,W024,V08,P08,security,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 153 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-02-851-08-08-00319.",/security/HOS-02-851/v8/
W024_V08_P09_C1,W024_V08_P09,W024,V08,P09,services,1,Reference HOS-02-851-08-09-00632 governs the available services for Nimbus Hospitality West. The package workflow supports checkout and records service information under the West operating profile. Version 8 specifies a threshold of 63 units and a listed service value of 273 units.,/services/HOS-02-851/v8/
W024_V08_P09_C2,W024_V08_P09,W024,V08,P09,services,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 104 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-02-851-08-09-00632.",/services/HOS-02-851/v8/
W024_V08_P10_C1,W024_V08_P10,W024,V08,P10,contact,1,Reference HOS-02-851-08-10-00945 governs the contact information for Nimbus Hospitality West. The service workflow supports checkout and records facility information under the West operating profile. Version 8 specifies a threshold of 60 units and a listed service value of 165 units.,/contact/HOS-02-851/v8/
W024_V08_P10_C2,W024_V08_P10,W024,V08,P10,contact,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 55 minutes. For cancellation, the requester follows the site-specific verification route associated with reference HOS-02-851-08-10-00945.",/contact/HOS-02-851/v8/
W024_V09_P01_C1,W024_V09_P01,W024,V09,P01,overview,1,Reference HOS-02-851-09-01-99137 governs the service overview for Nimbus Hospitality West. The facility workflow supports amenity access and records reservation information under the West operating profile. Version 9 specifies a threshold of 69 units and a listed service value of 41 units.,/overview/HOS-02-851/v9/
